,I1,I2,I3,P(IPO),P(1Day),C1,C2,C3,C4,C6,C7,T5,S3,Y1,Y2,C3p,C5p,C6p,Pmid,LongSentences,RealWords,LongWords,PositiveWords,NegativeWords,UncertainWords
88,BNNY,Annie's Inc,2000,19.0,35.9199981689453,118.0,1.0,1.22,0.0645993451786608,5000000.0,117.616,458.0,95.0,0,1,1,3.3292004,11.764705882352942,17.0,0.7317784256559767,0.8403111616117472,0.0400314657809632,0.006030941351280483,0.008128660082160651,0.008303469976400664
89,BODY,BODY CENTRAL CORP,5600,13.0,13.0,100.0,1.0,1.8,0.02105232914807478,5000000.0,198.834,477.0,105.0,1,0,1,3.0811366,0.0,15.0,0.6675461741424802,0.8934788745647878,0.04488566858003199,0.006963395125623412,0.009409993413004612,0.00988049308365484
90,BOX,SEACUBE CONTAINER LEASING LTD.,7359,10.0,11.0,213.0,1.0,-0.79,0.05110289644713397,9500000.0,141.873,890.0,181.0,1,1,0,2.007138105263158,0.0,17.0,0.6439169139465876,0.8837377560106857,0.04953250222617987,0.0036731967943009797,0.012466607301869992,0.01007346393588602
91,BPI,Bridgepoint Education Inc ,8221,10.5,11.1000003814697,114.0,1.0,0.5,0.07222780488186492,13500000.0,218.29,620.0,111.0,1,1,1,3.936275777777778,0.0,15.0,0.625560538116592,0.9118170266836086,0.05252011859381618,0.002964845404489623,0.011181702668360865,0.00940279542566709
92,BRNC,"Bronco Drilling Company, Inc.",1381,17.0,18.4699993133545,14.0,0.0,-0.21,-0.017173041723842902,5100000.0,21.873,376.0,81.0,0,1,0,3.619607843137255,13.333333333333334,15.0,0.5660919540229885,0.8835807050092764,0.04359925788497217,0.005333951762523191,0.008928571428571428,0.00939239332096475
93,BSFT,"BROADSOFT, INC",7372,9.0,8.300000190734862,93.0,1.0,0.32,0.0418707113204849,7500000.0,95.62299999999999,1296.0,239.0,1,0,1,3.2956958666666667,0.0,10.0,0.6230677764565993,0.907963148773146,0.05910790841922831,0.0032381647359299463,0.008255039678920004,0.01090030101249658
94,BTRX,BARRIER THERAPEUTICS INC,2834,15.0,14.6,83.0,1.0,-83.95,-0.03041145779207778,5000000.0,0.36700000000000005,356.0,99.0,0,0,0,4.358452,0.0,15.0,0.5023474178403756,0.9317309634417289,0.07190466572409614,0.00444354675823066,0.005857402544940416,0.019995960412037973
95,BUN,PARENT CO,5641,9.5,10.7,97.0,0.0,0.1,0.033593111500030436,2000000.0,14.798,302.0,70.0,0,1,1,2.500129,5.555555555555555,9.0,0.495114006514658,0.8677248677248677,0.04318604318604319,0.007007007007007007,0.006721006721006721,0.01001001001001001
96,BV,Bazaarvoice Inc,7372,12.0,16.5100002288818,182.0,1.0,-0.35,0.03382320623002174,9484296.0,64.482,889.0,198.0,0,1,0,1.0,33.333333333333336,9.0,0.7704280155642024,0.8240645221794992,0.04168620463284254,0.006517865516271218,0.00515802307043046,0.00928444152677483
97,BWLD,BUFFALO WILD WINGS INC,5812,17.0,11.4750003814697,71.0,0.0,0.32,-0.023035852320323243,3000000.0,96.10700000000001,338.0,53.0,0,0,1,2.570705333333333,13.333333333333334,15.0,0.5149501661129569,0.8483545804921435,0.05010376519418915,0.003112955825674474,0.011414171360806405,0.007856507560035577
98,BWTR,"Basin Water, Inc.",4941,12.0,16.65,88.0,0.0,0.03,-0.02372061747056409,6000000.0,12.231,515.0,115.0,0,1,1,3.1129453333333332,9.090909090909092,11.0,0.5394736842105263,0.9222760069412732,0.0470362590190885,0.002739976253539136,0.008402593844186684,0.010503242305233355
99,BWY,BWAY Holding CO ,3411,15.0,14.6000003814697,96.0,1.0,0.26,-0.013719046092875624,10039216.0,918.513,738.0,181.0,1,0,1,2.1501585382762958,0.0,17.0,0.612,0.9048635462722976,0.056258576002439394,0.006098490623570666,0.011129745388016466,0.013797835035828633
100,CAB,CABELAS INC,5940,20.0,26.0,94.0,1.0,0.99,0.030198862266011026,7812500.0,1392.4229999999998,1191.0,192.0,0,1,1,8.290812288,25.0,16.0,0.6888888888888889,0.9102564102564102,0.06207004377736085,0.006253908692933083,0.007608922243068585,0.010006253908692933
101,CABG,CABG MEDICAL INC,3841,5.5,6.09000015258789,139.0,0.0,-0.17,0.025837184637571037,5500000.0,500.4599622950817,211.0,64.0,0,1,0,2.8769045454545457,0.0,5.5,0.5032258064516129,0.8967302452316076,0.057493188010899185,0.0027247956403269754,0.005449591280653951,0.017438692098092644
102,CADX,CADENCE PHARMACEUTICALS INC,2834,9.0,9.39999961853027,100.0,1.0,-0.27,0.024348418198384663,6000000.0,500.4599622950817,335.0,102.0,1,1,0,4.6742566666666665,0.0,13.0,0.6301369863013698,0.9047927461139896,0.05424222797927461,0.005505181347150259,0.008905440414507772,0.016515544041450777
103,CALD,CALLIDUS SOFTWARE INC,7371,14.0,17.370000839233402,58.0,1.0,-13.98,-0.013856032240963977,5000000.0,26.586,697.0,201.0,0,1,0,4.4976522,7.6923076923076925,13.0,0.6731234866828087,0.8966715435259692,0.06373445501097294,0.003566203365032919,0.008412582297000731,0.01837966349670812
104,CALL,FUZEBOX SOFTWARE CO,4822,10.0,9.55,140.0,1.0,0.29,0.015247641034643978,4000000.0,22.488000000000003,467.0,76.0,0,0,1,4.72626,0.0,10.0,0.6072607260726073,0.8975265017667845,0.05893488137304392,0.007950530035335688,0.009843513377082282,0.009591115598182737
105,CALX,"CALIX, INC ",3661,13.0,15.1000003814697,124.0,1.0,-0.62,0.05336382324753392,6328932.0,232.947,720.0,188.0,0,1,0,5.735174907867552,8.333333333333334,12.0,0.6524953789279113,0.9179843842267568,0.047240994685388095,0.004396037005445837,0.01102289875992389,0.01233514861229578
106,CAP,"CAI International, Inc. ",7359,15.0,15.0,98.0,1.0,0.56,-0.010094639243490348,5800000.0,500.4599622950817,586.0,170.0,0,0,1,2.9498137931034485,0.0,15.0,0.6166902404526167,0.8840782875936809,0.031595406265164175,0.005445624629320106,0.008626732086051652,0.00916590284142988
107,CARB,Carbonite Inc,7379,10.0,12.3500003814697,91.0,1.0,-1.07,-0.1623519476777104,6250000.0,38.563,649.0,160.0,1,1,0,3.8400168,0.0,16.0,0.7197943444730077,0.8341224988544371,0.04956468611577822,0.00435313884221781,0.007560714831220406,0.012219337100962274
108,CATM,CARDTRONICS INC,7389,10.0,9.5,95.0,1.0,-0.46,0.05537992930521834,12000000.0,293.605,1431.0,271.0,1,0,0,3.2138505833333335,0.0,15.0,0.7111111111111111,0.9053853019934544,0.06082373443277936,0.005100522803587367,0.008585880052705403,0.011518680664768138
109,CBEY,"CBEYOND, INC. ",4813,12.0,12.0,170.0,1.0,-0.46,0.041111496865317,6132353.0,113.311,878.0,145.0,1,0,0,4.171837302908036,0.0,13.5,0.6092814371257484,0.901358860097926,0.048302800242064146,0.005391428728613082,0.01650437365901964,0.007977113935192827
110,CBOU,"Caribou Coffee Company, Inc.",5810,14.0,13.0,72.0,1.0,-0.11,-0.024693936868313008,5358000.0,160.871,627.0,77.0,0,0,0,3.5950141843971632,0.0,14.0,0.605,0.8543622848200313,0.061326291079812204,0.003129890453834116,0.008900625978090767,0.0075312989045383414
111,CCO,"Clear Channel Outdoor Holdings, Inc.",7312,18.0,18.5499992370605,93.0,1.0,-0.44,0.06085692819100021,35000000.0,2447.04,1011.0,320.0,1,1,0,10.0,0.0,21.0,0.6533864541832669,0.90505079006772,0.07131772009029345,0.00416196388261851,0.01163939051918736,0.022573363431151242
112,CDL,CITADEL BROADCASTING CORP,4832,19.0,20.65,422.0,1.0,-0.93,0.002309869621072027,22000000.0,348.869,678.0,119.0,0,1,0,5.436885909090909,5.555555555555555,18.0,0.544468546637744,0.879249815225425,0.06263858093126386,0.004249815225424981,0.008592017738359202,0.010994087213599409
113,CDM,"China Century Dragon Media, Inc. ",7311,5.25,5.3,270.0,0.0,1.7889040247678043,0.009441568676369545,1200000.0,500.4599622950817,492.0,136.0,1,1,1,7.11729,0.0,6.5,0.6974063400576369,0.9099961330239753,0.04756380510440835,0.00705723124516628,0.009377416860015468,0.013147718484145398
114,CE,Celanese Corp ,2673,16.0,16.0,79.0,1.0,-1.76,-0.058586673958785924,50000000.0,5069.0,1743.0,270.0,1,0,0,3.17350542,0.0,20.0,0.6289592760180995,0.9043224536879962,0.05913686639071724,0.008990975096695393,0.01876229897536812,0.009160616136255684
115,CELM,"CHINA ELECTRIC MOTOR, INC.",3621,4.5,25.934766149358612,149.72878787878787,0.8590909090909091,1.7889040247678043,0.007282201411438542,5000000.0,500.4599622950817,482.0,120.0,1,1,1,3.8735746,0.0,6.0,0.6695156695156695,0.8979907264296755,0.04656105100463678,0.005023183925811438,0.011978361669242658,0.011591962905718702
116,CEMP,"CEMPRA, INC. ",2834,6.0,6.05999994277954,114.0,0.0,-1.12,0.04778088730408685,8400000.0,500.4599622950817,786.0,198.0,1,1,0,2.3534359523809525,0.0,12.0,0.7907542579075426,0.890672535439187,0.05087707942261635,0.005307786911774225,0.009450449867305328,0.012816363518674347
117,CENF,CENTRAL FREIGHT LINES INC,4213,15.0,17.3500003814697,79.0,1.0,0.1,0.03380491886864125,8500000.0,371.445,471.0,125.0,0,1,1,2.0744170588235296,7.142857142857143,14.0,0.5608695652173913,0.8619866284622731,0.04498567335243553,0.00792741165234002,0.011556829035339064,0.011938872970391595
118,CERE,"Ceres, Inc.",100,13.0,118.400001525879,275.0,1.0,-12.4,0.047564541326239926,5000000.0,6.6160000000000005,829.0,193.0,1,1,0,4.6955814,0.0,16.5,0.7373188405797102,0.911484422724496,0.05064141722663409,0.0064752596212583995,0.006414172266340868,0.011789859499083689
119,CF,"CF Industries Holdings, Inc.",2870,16.0,3.24000024795532,87.0,1.0,0.24600000000000002,-0.010885933923670295,41250000.0,1650.652,754.0,130.0,0,0,1,1.3333333333333333,0.0,16.0,0.6794171220400729,0.8976172491931608,0.0517750463503399,0.009201400810272608,0.007484721554624734,0.00892673212936895
120,CFX,Colfax CORP ,3561,18.0,21.0,125.0,1.0,1.6,0.04154455600912957,18750000.0,506.305,713.0,215.0,0,1,1,2.1969880533333335,12.5,16.0,0.6596194503171248,0.9063154744088596,0.05335228973361269,0.006360371146363364,0.01556420233463035,0.01608799760550733
121,CGTK,"ANESIVA, INC.",2834,16.0,85.6,70.0,1.0,-37.9,-0.013775441835218064,6000000.0,8.677999999999999,276.0,50.0,0,1,0,4.352215666666667,6.666666666666667,15.0,0.5434782608695652,0.903476669716377,0.06312900274473925,0.006404391582799634,0.00869167429094236,0.011436413540713633
122,CHEF,"Chefs' Warehouse, Inc. ",5141,15.0,17.5,107.0,1.0,0.79,-0.039305049874703096,9000000.0,330.11800000000005,481.0,110.0,0,1,1,2.2962963333333333,0.0,15.0,0.6666666666666666,0.8919939577039275,0.0518990073370738,0.00927924039706517,0.008847647820457489,0.011868795856711264
123,CIL,"China Intelligent Lighting & Electronics, Inc.",3640,3.0,25.934766149358612,149.72878787878787,0.8590909090909091,59.261,0.007282201411438542,3350000.0,59.261,667.0,182.0,1,1,1,3.95334447761194,0.0,4.5,0.6945812807881774,0.916369664318276,0.05528387898881061,0.0059676750932449235,0.014007459593866557,0.015084956485702445
124,CLAY,CLAYTON HOLDINGS INC,7389,17.0,21.0,137.0,1.0,0.26,-0.0028482541806786194,7500000.0,207.502,714.0,151.0,0,1,1,2.585507466666667,6.25,16.0,0.5765765765765766,0.8941840277777777,0.06197916666666667,0.003125,0.009375,0.01310763888888889
125,CLD,CLOUD PEAK ENERGY INC. ,1221,15.0,14.8400001525879,100.0,1.0,2.0,0.056994918380870514,30600000.0,1239.711,1135.0,219.0,1,0,1,1.0294771241830065,0.0,17.0,0.7408536585365854,0.0,0.0,0.0,0.0,0.0
126,CLU,"Cellu Tissue Holdings, Inc. ",2621,13.0,11.8999996185303,98.0,1.0,0.33,-0.009069643520976828,8300000.0,519.023,555.0,105.0,1,0,1,2.4244543373493976,0.0,16.0,0.6865384615384615,0.8654241371979307,0.03933101835447523,0.006165402877188009,0.005244135780596698,0.0074410034724682874
127,CLUB,TOWN SPORTS INTERNATIONAL HOLDINGS INC,7997,13.0,13.25,331.0,1.0,0.1,-0.02246402239096419,8950000.0,388.556,464.0,81.0,1,1,1,2.902413631284916,0.0,17.0,0.5510204081632653,0.8681934342441517,0.04560644780813839,0.0057990957342244935,0.007863180656575585,0.00796147041478278
128,CLWR,Clearwire Corp ,4899,25.0,23.093970000000002,79.0,1.0,-2.93,-0.04592827797495853,24000000.0,100.181,762.0,175.0,0,0,0,5.555218166666666,4.166666666666667,24.0,0.5647668393782384,0.897636684303351,0.05375661375661376,0.004514991181657848,0.01037037037037037,0.012345679012345678
129,CML,COMPELLENT TECHNOLOGIES INC,7372,13.5,24.0,100.0,1.0,-0.44,0.04437081598735093,6000000.0,23.333000000000002,711.0,147.0,0,1,0,4.945218166666667,22.727272727272727,11.0,0.5740402193784278,0.9197010770019781,0.05209172833174591,0.004176130119422668,0.01055022345959411,0.010770019781668987
130,CMP,COMPASS MINERALS INTERNATIONAL INC,1400,13.0,13.75,37.0,1.0,0.24,0.03380491886864125,14500000.0,502.6,579.0,168.0,1,1,1,2.081107448275862,0.0,14.0,0.6148648648648649,0.8983020712952262,0.05147124188816784,0.006311672148635435,0.009245266245888523,0.014934660858743
131,CNSL,"Consolidated Communications Holdings, Inc.",4813,13.0,13.789999961853,226.0,1.0,-1.79,0.059454155167011566,15666666.0,269.608,1080.0,183.0,1,1,0,1.8949475274445757,0.0,15.0,0.6499388004895961,0.8816997943797121,0.04934886908841672,0.004295179346584419,0.01251999086132054,0.008361891706648389
132,CNVO,"Convio, Inc.",7372,9.0,10.239999771118198,94.0,0.0,-0.13,0.016442651117707995,5132728.0,63.086000000000006,808.0,198.0,1,1,0,3.215730504324406,0.0,11.0,0.594679186228482,0.91651274473587,0.049747568033493415,0.004802364240857037,0.008250215490703115,0.012190616919098634
133,CNVX,"MICROMET, INC.",2836,12.0,36.0000038146973,77.0,1.0,-153.85,0.013148883711569307,6000000.0,500.4599622950817,322.0,65.0,1,1,0,4.445895666666667,0.0,13.0,0.5870646766169154,0.9025234025234026,0.06552706552706553,0.007733007733007733,0.007529507529507529,0.013227513227513227
134,COGT,"Cogent, inc.",7373,12.0,17.98,133.0,1.0,0.14,0.008014169559762604,18000000.0,32.179,643.0,134.0,0,1,1,4.333333333333333,9.090909090909092,11.0,0.6181384248210023,0.9156447417316983,0.05973615756224452,-9.29022668153103e-05,0.009011519881085098,0.01244890375325158
135,COLY,"Coley Pharmaceutical Group, Inc.",2834,16.0,18.8799991607666,112.0,1.0,-1.89,-0.006455284788673374,6000000.0,14.344000000000001,471.0,75.0,0,1,0,4.133406833333333,6.666666666666667,15.0,0.5281899109792285,0.8890986908358509,0.05929003021148036,0.00893756294058409,0.008559919436052367,0.00944108761329305
136,COMV,"COMVERGE, INC. ",3822,18.0,22.309999465942397,190.0,1.0,-0.35,0.008465131972944255,5300000.0,33.873000000000005,641.0,150.0,0,1,0,3.3052307547169812,12.5,16.0,0.6547085201793722,0.8841388803915571,0.0490211073722851,0.002906087488528602,0.009024166411746712,0.011471397981033955
137,CONN,CONNS INC,5731,14.0,13.117847442627001,63.0,0.0,0.13,-0.0035916357394070756,4150000.0,378.525,644.0,169.0,0,0,1,5.40049156626506,7.6923076923076925,13.0,0.6385281385281385,0.8877839822534995,0.04926183737474184,0.004054157423697698,0.011703511053315995,0.012927407634054922
138,CONR,CONOR MEDSYSTEMS INC,3841,13.0,13.2600002288818,83.0,1.0,-1.15,0.03789430732969007,6000000.0,500.4599622950817,303.0,101.0,0,1,0,5.281344666666667,8.333333333333334,12.0,0.6078431372549019,0.9228748358040908,0.05685869769187465,0.0046913116907487335,0.01688872208669544,0.018952899230624883
139,CORT,CORCEPT THERAPEUTICS INC ,2834,12.0,12.229999542236301,64.0,1.0,-1.13,0.06947587823623698,4500000.0,500.4599622950817,257.0,65.0,1,1,0,5.031584,0.0,16.0,0.7121212121212122,0.9168443496801706,0.06849680170575694,0.003464818763326226,0.01199360341151386,0.01732409381663113
140,CPII,"CPI INTERNATIONAL, INC.",3670,18.0,18.0,126.0,1.0,1.05,-0.00670254782597516,7058870.0,320.732,819.0,158.0,0,0,1,2.2695068757464014,5.882352941176471,17.0,0.6433333333333333,0.8939474148579495,0.048173636844891475,0.003646844303276278,0.0075877889535909656,0.00929357096641374
141,CPIX,CUMBERLAND PHARMACEUTICALS INC,2834,17.0,16.8299999237061,833.0,1.0,0.28,0.044272134313262886,5000000.0,35.075,492.0,137.0,0,0,1,4.6968078,13.333333333333334,15.0,0.5477386934673367,0.8904927284566964,0.05339700455828088,0.00379856739743868,0.005752116344692858,0.014868678098545692
142,CPX,"SPN Fairway Acquisition, Inc. ",1389,24.0,26.899999618530302,203.0,1.0,1.16,0.00895365761153808,26000000.0,757.7260000000001,722.0,172.0,0,1,1,2.711872692307692,4.3478260869565215,23.0,0.5805168986083499,0.8834715470403203,0.05161567057477838,0.004432370603374321,0.0087217615098656,0.012296253931941665
143,CRDC,DEXTERA SURGICAL INC,3841,10.0,10.35,91.0,0.0,-7.82,-0.014905424266206996,3500000.0,2.056,390.0,90.0,1,1,0,2.6998105714285714,0.0,11.0,0.5674846625766872,0.9015407741450583,0.04885381435550545,0.002755856194413128,0.0080170362019291,0.011273957158962795
144,CREL,COREL CORP,7372,16.0,15.75,23.0,1.0,-0.45,-0.011281887075742946,6500000.0,164.044,747.0,156.0,1,0,0,3.7680656923076925,0.0,19.0,0.5847750865051903,0.8918879803169549,0.05405600984152254,0.0033287502713655113,0.011071712859107026,0.011288805268109126
145,CRI,CARTERS INC,2300,19.0,12.3249998092651,427.0,1.0,0.43,0.00314882531779097,6250000.0,587.899,474.0,120.0,0,0,1,4.3651576,5.555555555555555,18.0,0.6112531969309463,0.8776280873647683,0.04837721984078383,0.0076546233925290875,0.010614411104307001,0.01224739742804654
146,CRMH,"Majestic Capital, Ltd.",6331,13.0,129.99997,93.0,1.0,0.38,6.118775639270778e-05,8850000.0,32.82,637.0,166.0,1,1,1,1.8358322033898304,0.0,14.5,0.631236442516269,0.8894391953672661,0.04853703139286803,0.0021334958854007926,0.016001219140505944,0.01264858274916184
147,CROX,"Crocs, Inc.",3021,21.0,14.2749996185303,177.0,1.0,0.26,-0.015121373258590741,9900000.0,108.581,487.0,114.0,0,0,1,3.8658835353535355,7.6923076923076925,19.5,0.5488721804511278,0.893852416240476,0.050829767247677696,0.0062623943220958146,0.010019830915353304,0.011898549211982048
148,CRU,CRUDE CARRIERS CORP.,4412,19.0,18.55,11.0,1.0,0.24,0.049754821648229856,13500000.0,16.87,382.0,91.0,1,0,1,1.0,0.0,20.0,0.5793357933579336,0.9310100580818813,0.05411531378382207,0.003683241252302026,0.009774755631109222,0.01289134438305709
149,CRYO,CRYOCOR INC,3841,11.0,10.87,100.0,0.0,-4.08,0.026627414345186208,3709090.0,0.493,297.0,100.0,1,0,0,2.857390626811428,0.0,12.0,0.525,0.9148028000682944,0.050708553867167494,0.004609868533378863,0.008878265323544477,0.017073587160662457
150,CSCD,CASCADE MICROTECH INC,3825,14.0,13.75,287.0,1.0,-0.2,0.04356371060724448,5300000.0,50.556000000000004,651.0,115.0,0,0,0,2.0440775471698114,16.666666666666668,12.0,0.6257928118393234,0.8726643041237113,0.05243234536082474,0.006926546391752577,0.010228737113402062,0.009262242268041237
151,CSIQ,Canadian Solar Inc.,3674,15.0,15.630000114440902,17.0,1.0,0.19,0.017113521083632423,7700000.0,18.324,842.0,167.0,0,1,1,3.5415584415584416,7.142857142857143,14.0,0.6279411764705882,0.9089689107582196,0.04708118989040483,0.006038917468127935,0.0074368150301945875,0.009337955714605235
152,CSTE,Caesarstone Ltd.,3281,11.0,11.109999656677198,35.0,1.0,0.87,0.03113477157157728,6660000.0,259.671,1003.0,234.0,1,1,1,5.0099474474474475,0.0,15.0,0.695859872611465,0.9074290572855777,0.05330003188436603,0.005951748326070783,0.00823679455840153,0.0124349027526836
153,CTCT,"Constant Contact, Inc.",7372,16.0,27.6399993896484,89.0,1.0,-0.29,0.05063222853902577,6700000.0,27.552,475.0,84.0,0,1,0,4.042591343283582,23.076923076923077,13.0,0.6456043956043956,0.9024979009235936,0.049853064651553314,0.003988245172124265,0.0053526448362720405,0.008816120906801008
154,CTP,CTPARTNERS EXECUTIVE SEARCH INC.,7361,13.0,13.0,96.0,0.0,0.7,0.05436796021880253,2307692.0,76.58800000000001,358.0,54.0,0,0,1,2.9599994279999238,0.0,13.0,0.6176470588235294,0.8037370614329883,0.04812474794999328,0.00443608011829547,0.005108213469552359,0.007259040193574405
155,CTRN,Citi Trends Inc,5600,14.0,15.6999998092651,79.0,1.0,0.62,0.04161250286003572,3850000.0,157.19799999999998,393.0,111.0,0,1,1,3.1155844155844155,7.6923076923076925,13.0,0.5303430079155673,0.9041127541589649,0.04540203327171904,0.003927911275415897,0.006238447319778189,0.01282347504621072
156,CVGI,"Commercial Vehicle Group, Inc.",3714,13.0,13.1000003814697,76.0,1.0,0.29,-0.02780558531861782,9250000.0,287.579,593.0,152.0,1,1,1,1.8366217297297298,0.0,16.0,0.5625,0.879259388038943,0.05154728789986092,0.00791029207232267,0.010083449235048678,0.01321279554937413
157,CVI,CVR ENERGY INC ,2911,19.0,20.25,392.0,1.0,2.22,0.0009944971818087848,20000000.0,3037.567,2024.0,356.0,0,1,1,4.15706455,0.0,19.0,0.6657627118644068,0.8757406994876364,0.045087992871463575,0.006616172867008242,0.007551793272443752,0.007930496769881933
158,CXO,CONCHO RESOURCES INC ,1311,11.5,12.8999996185303,101.0,1.0,0.27,-0.0464621559185416,20887107.0,198.29,685.0,129.0,1,1,1,3.4710365107049053,0.0,15.0,0.6294736842105263,0.8777487886693999,0.051062243756988444,0.0032799105478941485,0.008945210585165859,0.0096161013790533
159,CYNO,CYNOSURE INC,3845,15.0,18.9300003051758,120.0,1.0,0.52,0.01076544990065678,5000000.0,41.633,483.0,93.0,0,1,1,2.0485754,15.384615384615385,13.0,0.6582633053221288,0.8896400874925432,0.04802147544243388,0.00457347385166037,0.005965400676078743,0.009246371047922052
160,CYTK,CYTOKINETICS INC,2834,13.0,96.6000289916992,93.0,1.0,-102.6,-0.03041145779207778,6900000.0,10.577,389.0,84.0,0,1,0,3.890629420289855,8.333333333333334,12.0,0.5691056910569106,0.9000479003672361,0.06211080951620629,0.008622066102506785,0.007664058757783809,0.013412102826121666
