,I1,I2,I3,pIPO,pH,pL,p1day,Pmid,Y1,Y2,C6p,C1,C3,C4,C5,C6,C7,T1,T2,T3,T4,T5,S1,S2,S3,C5p,LongSentences,RealWords,LongWords,PositiveWords,NegativeWords,UncertainWords,C2,C3p
55,AVNC,"MiddleBrook Pharmaceuticals, Inc.",2834,10.0,14.0,12.0,10.0,13.0,1,0,0.0,0.2741687979539642,0.0,0.9824885737592104,0.45613990623303247,0.49675837028559466,0.6487786945964816,0.18802228412256267,0.2790966994788651,0.2807009615058696,0.2695729537366548,0.5903942377803588,0.4976298078123816,0.3712874405838385,0.4796034749429865,0.5682935543423484,0.39752256562527744,0.4272537675937792,0.4419084361559288,0.4311932065320535,0.37910592696354006,0.39325359544666916,1.0,1
56,AVR,AVENTINE RENEWABLE ENERGY HOLDINGS INC,2869,43.0,43.0,40.0,38.37,41.5,0,0,3.6144578313253017,0.3273657289002557,1.0,0.3776086319987805,0.5858400492170563,0.6201767145125217,0.8870361323437367,0.479108635097493,0.5434692695839193,0.5332007637813958,0.5329181494661921,0.5962559900584736,0.8417318265075902,0.49455062673232364,0.7091713309265872,0.5707139720733083,0.4376325982544027,0.42614151928521077,0.39744784418445533,0.4614035350314164,0.35417799348686957,0.3868502250781863,1.0,0
57,AVRX,AVALON PHARMACEUTICALS INC,2834,10.5,12.0,10.0,9.48999977111816,11.0,1,0,0.0,0.5687979539641943,0.21203703703703716,0.3190537440884883,0.22674879541495158,0.3166781794250143,0.039191727547100666,0.19220055710306405,0.2577136239556622,0.261222276204142,0.2553380782918149,0.5252764705329988,0.6635064104165087,0.282921312646339,0.42348226877734907,0.5452105360108224,0.372459662471954,0.42769805053978144,0.43057170577131254,0.4811058636084037,0.3594207077858862,0.38321981067558386,0.0,1
58,AWAY,HOMEAWAY INC,7389,27.0,27.0,24.0,40.209999084472706,25.5,0,1,5.882352941176469,0.4092071611253197,0.5527777777777778,0.5738142913435923,0.9114889717324758,0.11133186358373096,0.37571015996876195,0.9025069637883008,1.0,0.9978419786005626,0.9919928825622776,0.9525502331487926,0.9272783982488675,0.7805301714392335,1.0,1.0,0.4956993313973121,0.4276615017737764,0.4200743571037735,0.4313592141717421,0.36663689873351546,0.38626587494983444,1.0,0
59,AWK,"American Water Works Company, Inc.",4941,21.0,26.0,24.0,20.6000003814697,25.0,1,0,0.0,0.9329923273657288,0.11759259259259265,0.4869753330159821,1.0,1.0,1.0,0.9066852367688022,0.8963520555877245,0.9089902493588076,0.8816725978647686,0.9702362201378363,0.9778281512511243,1.0,0.9303209532324809,0.5791971185642876,0.4387185774979061,0.42877115068338745,0.43037729039175754,0.4468956250127262,0.41517065331960057,0.3837833894471929,1.0,1
60,AYR,Aircastle LTD ,7359,23.0,23.0,21.0,26.600000381469698,22.0,0,1,4.545454545454546,0.2332480818414322,0.5101851851851853,0.5356468994601794,0.7114844295223781,0.6213547631729645,0.1663674534388768,0.5779944289693594,0.5524443709157085,0.5535833323917881,0.5845195729537366,0.7433731318641204,0.6686699623032819,0.5334815432384684,0.7621657865319356,0.608881535351757,0.4172315431124837,0.42765648639380555,0.4266015546538836,0.42628868913160917,0.363292971985346,0.3986490276335577,1.0,1
61,BAGL,EINSTEIN NOAH RESTAURANT GROUP INC,5812,18.0,21.0,19.0,18.23,20.0,1,1,0.0,0.20051150895140665,0.3916666666666667,0.473905464679561,0.36182097095922783,0.4491068215687809,0.5726825565535114,0.5362116991643454,0.5354454462734718,0.5394827527766165,0.5649466192170818,0.7664090693352146,0.8335196123127878,0.80851499556562,0.7971684783319044,0.5480202861122153,0.4268542937831041,0.4280236173080233,0.43318749324548345,0.46101816216329283,0.4261552552759222,0.4102800370162191,1.0,1
62,BAH,Booz Allen Hamilton Holding Corp,7373,17.0,19.0,17.0,19.25,18.0,1,1,0.0,0.5687979539641943,0.4268518518518519,0.39220262467454986,1.0,0.7793230450861169,1.0,0.6963788300835655,0.8456861609727853,0.8257877907962081,0.8282918149466192,0.8822030897508988,0.8932728426707813,0.7946457847939024,0.7387888513381874,0.6325334058661412,0.5113870706037941,0.42605239026979624,0.4209877942630198,0.43785851878949944,0.38440576422887,0.33849570569438203,1.0,1
63,BALT,Baltic Trading Ltd ,4412,14.0,16.0,14.0,13.960000038147,15.0,1,0,0.0,0.5606138107416879,0.0,0.7306341519980026,0.45259360109660385,0.8432140140684501,0.6487786945964816,0.06685236768802227,0.17449747704524776,0.18904719400725364,0.17348754448398573,0.41421929620698233,0.2622739373798297,0.27495009401121506,0.36407912084850014,0.45917493969029655,0.3827626573017267,0.4317760395551934,0.4237165638045092,0.37275295909518324,0.39122340064633443,0.40532787009991567,1.0,1
64,BARE,BARE ESCENTUALS INC,2844,22.0,17.0,15.0,27.149999618530302,16.0,0,1,37.5,0.3314578005115089,0.5657407407407408,0.7567529649317306,0.9536041124781061,0.8351576444843646,0.4669593884881718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6074727191399689,0.4582623973557816,0.42781551282020075,0.42693021533103664,0.4422500266750803,0.40583648002586103,0.38626587494983444,1.0,0
65,BAS,BASIC ENERGY SERVICES INC,1389,20.0,12.0,11.0,21.5,11.5,0,1,73.91304347826086,0.9999999999999998,0.5990740740740741,0.5243942465798621,0.5730350989147804,0.7346676096701944,0.5118265957045326,0.5793871866295265,0.5130283729009844,0.50621984701775,0.5151245551601423,0.709323475754673,0.7277806402764057,0.6897969990833633,0.6243905410544627,0.5321401282723722,0.3669697455188634,0.42650662009635154,0.4251402047018523,0.4437564306008294,0.40633860033430624,0.36887870723707744,1.0,0
66,BBBB,BLACKBOARD INC,7372,14.0,15.0,13.0,20.0100002288818,14.0,0,1,0.0,0.3887468030690537,0.12685185185185194,0.4938817462974436,0.4840924482415668,0.4735323725092155,0.2787978411117863,0.3565459610027856,0.42220200181983625,0.4164642344673302,0.4225978647686832,0.6537570795050673,0.4836092451325182,0.40011115742885134,0.4955946277833521,0.5885553489674207,0.4265769394386467,0.4263264594759291,0.427211542814989,0.39965073911845606,0.3501015880389985,0.3481726536183371,1.0,1
67,BBG,BILL BARRETT CORP,1311,25.0,23.0,20.0,29.0499992370605,21.5,0,1,16.27906976744186,0.9329923273657288,0.0,0.5763130141984775,0.6412140305817539,0.7498482962127143,0.2517794198332949,0.6434540389972145,0.6308214078914717,0.6239506479713469,0.6129893238434163,0.7709336620200401,0.5805681091144451,0.766154536476292,0.769800358919501,0.5495165750114046,0.40266617004106026,0.4268146978364784,0.42246431720486644,0.3981840203258214,0.40418086684147675,0.3857743530897545,1.0,1
68,BBND,"BigBand Networks, Inc. ",3663,13.0,12.0,10.0,17.0,11.0,0,1,18.181818181818183,0.2987212276214833,0.5435185185185186,0.10545242808117256,0.7635375995597466,0.6772052882353916,0.38536998108549847,0.35515320334261835,0.4322938208288527,0.4307003965788017,0.4653024911032028,0.6460270741862034,0.47644426762715086,0.6001667361432769,0.6212607441973955,0.6054063310119415,0.4708173224166446,0.4270576585942594,0.4238723109804433,0.39616699594256194,0.4011900131947279,0.388140153890915,1.0,0
69,BBRG,"Bravo Brio Restaurant Group, Inc. ",5812,14.0,16.0,14.0,15.9499998092651,15.0,1,1,0.0,0.4132992327365729,0.5472222222222223,0.6712028874430399,0.4120163988615189,0.653495710410978,0.5119966679295084,0.4665738161559888,0.4497063446108032,0.44480097619397335,0.4706405693950178,0.6555279822873936,0.7324912437592731,0.5927109592941324,0.6181150999636871,0.4959278566186329,0.394014321890986,0.42657372720606807,0.42318425675884724,0.4543341660621426,0.3960824738177434,0.3827018255322845,1.0,0
70,BBW,BUILD A BEAR WORKSHOP INC,5945,20.0,18.0,16.0,25.0499992370605,17.0,0,1,17.647058823529417,0.2741687979539642,0.5990740740740741,0.5256546615929247,0.4159916697841249,0.5599691914826525,0.42387969355371635,0.3119777158774373,0.3725701050541815,0.3699594382365237,0.3763345195729537,0.5318563905529049,0.5864623527078223,0.3772284168617854,0.5186577368103328,0.5285545418043988,0.4144530487022916,0.4266811950940853,0.4070749153191168,0.43490356892297677,0.35483063792657493,0.37304828967447884,1.0,0
71,BCOV,BRIGHTCOVE INC,7372,11.0,12.0,10.0,14.3000001907349,11.0,0,1,0.0,0.6833759590792838,0.0,0.7604361510170649,0.4975005883480217,0.4491068215687809,0.22483462302613572,0.6782729805013927,0.6790057076681281,0.6829290338617284,0.6966192170818505,0.8541611931196089,0.5746134069945205,0.676780791788159,0.8020441719763131,0.6040949845393687,0.4390629481122375,0.42804771318354834,0.43186472508747054,0.3921762410937973,0.3793192555249174,0.385483175657383,1.0,1
72,BDAY,"CELEBRATE EXPRESS, INC",5961,15.5,15.0,13.0,16.7000007629395,14.0,0,1,10.714285714285714,0.3519181585677749,0.450925925925926,0.5666702209951129,0.1896240105372681,0.34722822882806603,0.17816718022273306,0.2311977715877437,0.29373810902473324,0.29028212457771696,0.34430604982206403,0.45765528782813747,0.4617809183032885,0.3528648731129847,0.5261208215879524,0.5094501755805702,0.4538118330573741,0.42607109961133016,0.4025300281595782,0.4170368988307171,0.3691343800373747,0.4022726560097265,0.0,1
73,BDE,"Bois d Arc Energy, Inc. ",1311,13.0,15.0,12.0,12.65,13.5,1,0,0.0,0.834782608695652,0.6305555555555556,0.6490069862069116,0.8121930447118246,0.7647276887675142,0.34681176084597665,0.2813370473537605,0.3625196459591365,0.3642649733919351,0.3834519572953736,0.6027021881022439,0.4836092451325182,0.6219980714514981,0.5298129428260175,0.5926484359022085,0.4503182222035298,0.4274957515347302,0.42631737379973517,0.40952198811612495,0.4210426913922175,0.3800403518025426,0.0,0
74,BEAT,"CardioNet, Inc. ",8090,18.0,20.0,18.0,17.7000007629395,19.0,1,0,0.0,0.8388746803069053,1.0,0.24002228813091786,0.45951781714217693,0.4232741033243342,0.247663151431472,0.4832869080779945,0.4529324179005708,0.4476482086162677,0.4350533807829181,0.667792820770999,0.5245478747596594,0.6430887113034189,0.6839855680567694,0.600836673155982,0.3550155522278085,0.42652510987408904,0.42530708672631745,0.4060294459556441,0.40689090429755975,0.4003277850740241,1.0,0
75,BECN,BEACON ROOFING SUPPLY INC,5033,13.0,14.0,12.0,10.6599998474121,13.0,0,0,0.0,0.4419437340153453,0.5472222222222223,0.5769204734394826,0.4973260735524797,0.7647276887675142,0.6860106690520885,0.3607242339832869,0.38307552320291177,0.3811675912639678,0.3852313167259786,0.5717734995510979,0.6316392845022935,0.516541283117905,0.5148856304808219,0.49745563167565937,0.38592470175076177,0.42685375833943784,0.415121302465656,0.44382427602246377,0.3913170389084881,0.36832932759294634,1.0,0
76,BFAM,BRIGHT HORIZONS FAMILY SOLUTIONS INC. ,8351,22.0,21.0,19.0,28.3199996948242,20.0,0,1,10.0,0.3396419437340153,0.537962962962963,0.5228616646783972,0.8035899378083114,0.6569351852751287,0.9490982664422312,0.4665738161559888,0.6713127636694516,0.6248545312800117,0.6201067615658362,0.7577889115003019,0.6530568375096127,0.5034621657153963,0.9345021920672832,0.6224513936178933,0.5191063576186331,0.42254959761690847,0.41576095380895367,0.4098486686714024,0.3360638724883994,0.41612268074960174,1.0,0
77,BFRM,BIOFORM MEDICAL INC,3841,8.0,11.0,9.0,8.550000190734862,10.0,1,1,0.0,0.2823529411764706,0.4657407407407408,0.5268255675871056,0.6680859547534317,0.653495710410978,0.13780580707686219,0.3802228412256268,0.367606915377616,0.37542793225394605,0.3763345195729537,0.5956075331074553,0.6370611803817912,0.5964504977113543,0.611775290321498,0.5857535110521823,0.36387383344714336,0.4286694236819409,0.42366797855699373,0.44807425429156567,0.4140804640174241,0.4032017320203887,1.0,1
78,BHRT,"U.S. Stem Cell, Inc.",8731,5.25,16.0,14.0,5.0,15.0,1,0,0.0,0.9999999999999998,0.3842592592592593,0.3686572328270341,0.34256103614666056,0.16098560876607154,0.6487786945964816,0.3370473537604457,0.4832078749276202,0.4855209192493249,0.4261565836298932,0.6315077577601828,0.5922979427336094,0.565842625292678,0.537121052781522,0.7096381095310436,0.4463988018385581,0.42775245080925406,0.41304110566469904,0.41840502746513525,0.38345287822438434,0.3457343690257028,0.0,1
79,BIOD,"ALBIREO PHARMA, INC.",2834,15.0,16.0,14.0,72.0,15.0,0,1,0.0,0.3396419437340153,0.2027777777777779,0.4814744823816706,0.4141407684612503,0.4491068215687809,0.6487786945964816,0.2604456824512535,0.3834064025146828,0.3892573468765182,0.34252669039145905,0.6905520537394524,0.6988505487040156,0.4900340880475383,0.6753816335059705,0.5707786955685387,0.4215200046237557,0.42828968661682687,0.44202455888273257,0.4590053789404643,0.38440495351398085,0.4156653334904112,1.0,1
80,BIOF,"Green Brick Partners, Inc.",2869,10.5,14.0,13.0,86.9935302734375,13.5,1,1,0.0,0.7283887468030691,0.5083333333333334,0.4813978646818877,0.5606631978654861,0.46148122659205715,0.6487786945964816,0.16434540389972147,0.2755811067912979,0.2883387754640876,0.29270462633451955,0.5141228332817668,0.4976298078123816,0.36524984405547095,0.6021404316396672,0.6218324206604982,0.4609623880597015,0.43006026400502917,0.4228496777783716,0.43207197144876663,0.378449804849065,0.43017442705880954,1.0,1
81,BKC,Burger King Holdings Inc,5812,17.0,17.0,15.0,17.5,16.0,0,1,6.25,0.3314578005115089,0.5953703703703704,0.1263074982007636,1.0,1.0,0.039618665280947055,0.658774373259053,0.823393167342212,0.8006146406498921,0.7944839857651245,0.969439311403675,1.0,1.0,0.6896618941663424,0.5791971185642876,0.5125293029263018,0.425739121843361,0.4363434147413724,0.4565148337216623,0.4223856526914025,0.3239586418700237,1.0,0
82,BKRS,BAKERS FOOTWEAR GROUP INC,5661,7.75,8.0,7.0,8.29,7.5,0,1,3.333333333333333,0.9999999999999998,0.6805555555555556,0.1974025274411897,0.12156359230499236,0.27146385390162187,0.3530163730684127,0.20612813370473534,0.2578790636115477,0.25421718056198944,0.24644128113879002,0.4863115143570346,0.4617809183032885,0.45228098326877547,0.4955946277833521,0.5166659950405986,0.3466101843722564,0.42572015301299926,0.4195923850048963,0.4258227393504408,0.40833014448400623,0.4067595725910658,0.0,0
83,BLMN,"Bloomin' Brands, Inc. ",5812,11.0,15.0,13.0,12.4099998474121,14.0,1,1,0.0,0.4664961636828645,0.6694444444444445,0.5883594174604536,1.0,0.8351576444843646,1.0,0.82033426183844,1.0,1.0,0.9564056939501778,1.0,0.9528885352543016,1.0,1.0,0.6175722694192306,0.517266039874869,0.42781551282020075,0.42693021533103664,0.43525603845640765,0.40583648002586103,0.38626587494983444,1.0,0
84,BLOG,"BladeLogic, Inc",7372,17.0,17.0,16.0,25.0699996948242,16.5,0,1,3.0303030303030303,0.4132992327365729,0.4620370370370371,0.4497894042513328,0.4923188399557725,0.4491068215687809,0.14354030922504624,0.5919220055710307,0.5662999420961204,0.5660117278859299,0.5756227758007118,0.7729360904891673,0.6150869046386482,0.5122186859265679,0.6724891935188327,0.6021184603976767,0.4034333875032904,0.42749012034215417,0.43042077186612887,0.4129787665578019,0.3552437805579006,0.3715826432694127,1.0,1
85,BLSW,"Bridgeline Digital, Inc.",7372,5.0,6.0,5.0,25.0,5.5,1,1,0.0,0.7693094629156009,0.4472222222222223,0.5185178059620787,0.19776076738015094,0.33399559075119295,0.08285442537271735,0.4623955431754875,0.5348664074778725,0.5419684318754449,0.5044483985765125,0.7739353618702293,0.620653415426698,0.6930128533419601,0.6896618941663424,0.5206424228860004,0.4250626684024099,0.42842816656337507,0.43467805903305934,0.4180500575904115,0.4034617311570956,0.38332993467774606,0.0,1
86,BLT,BLOUNT INTERNATIONAL INC,-,,,,,,0,0,0.0,0.5717802061536076,0.8451674119940379,0.5042232267103278,0.7059017389971708,0.7320615657045416,0.6487786945964816,0.5654596100278552,0.5212589957812888,0.5028302846102568,0.5311387900355872,0.6988957159102555,0.8083825660990153,0.8221502738661784,0.5923488777590924,0.5733371847147354,0.3854916103932557,0.4249122201198824,0.42193965762448565,0.4583473448014713,0.43094622980102965,0.3560564811290235,,0
87,BMTI,"BIOMIMETIC THERAPEUTICS, INC. ",3841,8.0,13.0,11.0,8.25,12.0,1,1,0.0,0.3314578005115089,0.3712962962962964,0.32469010479378,0.35996135836674553,0.42856523502488847,0.0611339105753664,0.3481894150417827,0.33993713293076355,0.3446507055939078,0.31049822064056937,0.6339507369317764,0.5805681091144451,0.5499001880224301,0.4955946277833521,0.5560730210755128,0.31863865152218585,0.42806646904411516,0.4381599697210405,0.43990038396863756,0.4097308744093997,0.37609807567651266,1.0,1
88,BNNY,Annie's Inc,2000,19.0,18.0,16.0,35.9199981689453,17.0,0,1,11.764705882352938,0.4419437340153453,0.7398148148148149,0.8361390373027195,0.3759552513059434,0.4491068215687809,0.3144420063896478,0.2938718662952646,0.4678633468442386,0.43449670647519395,0.44217081850533796,0.5956075331074553,0.6939116136807568,0.5697585379359063,0.5186577368103328,0.5543234750244359,0.5053172313701599,0.4221487480464992,0.40721713625240086,0.44335853152762805,0.38721430341407787,0.3428730536219918,1.0,0
89,BODY,BODY CENTRAL CORP,5600,13.0,16.0,14.0,13.0,15.0,1,0,0.0,0.3682864450127877,0.8472222222222223,0.5839641699825242,0.35750220995770143,0.4491068215687809,0.4088919069163722,0.34401114206128136,0.4341963768715361,0.42911860078863817,0.44572953736654797,0.6078099250862313,0.7182667587431506,0.5964504977113543,0.5549704521224935,0.5460704121485075,0.4606467738909056,0.4264873934316972,0.41504294014890747,0.45395611161475485,0.3999557846648991,0.36668873201086805,1.0,0
90,BOX,SEACUBE CONTAINER LEASING LTD.,7359,10.0,18.0,16.0,11.0,17.0,1,1,0.0,0.8306905370843989,0.3675925925925927,0.7579829320537144,0.4095966967429524,0.6360193966310739,0.3453668144255506,0.754874651810585,0.7378195053354291,0.7176381529144588,0.7677935943060498,0.8298368020036334,0.6788792544572386,0.9524550647465275,0.7773599546061921,0.5004187937755954,0.4442137540609051,0.42570888902772935,0.4219004692354078,0.4088522052430586,0.4240847072525785,0.3691278470142416,1.0,1
91,BPI,Bridgepoint Education Inc ,8221,10.5,16.0,14.0,11.1000003814697,15.0,1,1,0.0,0.4255754475703325,0.6064814814814815,0.8803144134562041,0.7345519315802089,0.7647276887675142,0.4284373417729174,0.4373259052924791,0.4829183555298205,0.486469996723423,0.4919928825622775,0.6927868558718651,0.4976298078123816,0.7057297462259694,0.5756596351964778,0.5722674357359385,0.43144777300519305,0.42793397373758696,0.4260316408775011,0.39489775251765064,0.4147842970562074,0.3602754597864073,1.0,0
92,BRNC,"Bronco Drilling Company, Inc.",1381,17.0,16.0,14.0,18.4699993133545,15.0,0,1,13.333333333333336,0.016368286445012786,0.4750000000000001,0.3626062284620158,0.4014186481280343,0.4540970505371418,0.13541360697434343,0.3008356545961003,0.3513524691868641,0.3443795406013084,0.346085409252669,0.5397896018087495,0.5685963468709402,0.5034621657153963,0.46306041859249475,0.5632643658297783,0.3900902182797978,0.42569627914845387,0.4130403631879957,0.43451930682783924,0.39540660414307965,0.3601292950450928,0.0,1
93,BSFT,"BROADSOFT, INC",7372,9.0,11.0,9.0,8.300000190734862,10.0,1,0,0.0,0.3396419437340153,0.5731481481481482,0.7045205993475421,0.47898013287523006,0.5606931338553922,0.283502631108664,0.987465181058496,0.9015220448341468,0.8997254454449929,0.9279359430604982,1.0,0.7037548232493868,0.8461402409724974,0.9112679939102142,0.5532442181192877,0.4297141765467967,0.4276319911492583,0.4343171999878387,0.4005729475108375,0.38856717133565194,0.378757469834892,1.0,0
